;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
87;114;"[  907861   945611  1025589  1107973  1119993  5568489   999999   948953
  1018151  1029743  1044078  1132814  6979221  7025203  9527325 15686963
 15687114 10150194]";[822225, 1029743, 1132036, 868548, 1067749];[5568489, 875392, 855817, 7025203, 854133];[8203710, 929410, 970152, 1102829, 871563];[9526411, 1074754, 1110244, 968687, 1138474]
88;115;"[  999999   851287   878215   883819   890909   912451  1038721  1089954
  1110721  1132198  1133312  7147142  9527159 12301109 15741662   830615
   836286   861279   867931   895317   897733   913210   944929   947858
   973086   989275   991874  1027168  1031447  1117556  1138854 12523757
 12731714 13213567   918598   968759   973890]";[9707240, 933835, 8090532, 5569471, 896027];[989275, 918598, 1134736, 7154535, 12523757];[1096573, 1128163, 820486, 10284929, 949257];[819978, 5591083, 1124732, 1029743, 1059823]
89;117;"[  825295  1004390   999999  1101175  1101932 14025398 15715907  1019643
  1108775]";[944534, 1001277, 1072693, 852235, 928589];[852235, 1041229, 929410, 928589, 852360];[1029272, 1057168, 1136657, 949345, 828489];[8249063, 884686, 937343, 881391, 878996]
90;118;"[  845208   893018   898867   999999   965208  1006184  1023196  1030182
  1087755  1135476  6772859  9524291  9803601 12132513 15972905   875108
  1048747]";[1019247, 12524691, 6391173, 1101104, 13381584];[1083043, 891415, 939860, 1091793, 8273950];[1091901, 975085, 894360, 1120009, 865026];[1040812, 1122358, 8276172, 1135476, 1019832]
91;119;"[  872066   960732  1131488  6554307 12330856  1032967   879280   880957
   999999   940947  9526628 14025020  1019078  1023466]";[1002771, 1112238, 824180, 825994, 1113651];[1117219, 1116770, 5565664, 894360, 998519];[945909, 930335, 951176, 1043663, 8019649];[1074754, 6633210, 1022097, 6552253, 5581464]
92;121;"[  835098   863447   868909   880895   901666   936741  1035676  1055168
  1123971  5567169  8090537   999999 13512017 15926887  1096603]";[956486, 1044078, 910673, 972143, 836445];[12130522, 1065979, 985605, 961730, 1069256];[13512837, 875392, 901976, 7409622, 1080888];[1074754, 12301100, 1017195, 937292, 937292]
93;122;[ 999999 1035676 9419525];[1098284, 1031316, 853998, 831628, 1037840];[1057168, 1086119, 1096228, 6464147, 858999];[977927, 12731466, 938118, 861494, 1131625];[1007512, 5569845, 6464165, 1048373, 1095227]
94;123;[ 1029743   852080  8090541   999999  1004906  8090509 12301405];[12810393, 844179, 1020581, 1070702, 831628];[6424460, 9392953, 1038985, 1126045, 1053022];[937736, 1133850, 6534201, 886996, 10457518];[942778, 12301109, 1074754, 944486, 12811532]
95;124;[1035676  844179];[1132771, 879504, 933835, 8090521, 8090537];[880664, 1057168, 1117219, 1081960, 1037840];[1015539, 10198378, 983665, 842392, 6391541];[1044078, 1137346, 12781666, 998119, 9707498]
96;125;"[  840501  1131321   999999   916122   921504   994685  1087102  6034991
 12428016 15737492  7442056 14106445   913210   951071 12987975 12988031
   915987  9677116  9677580   844179   866211   933913   936117   971922
  8090513  8090521  8090532  8090537 15716392 15831035   999104  5585510
 12385477   892531 15830971  1012701  1027039  1036262  1113438  9527459]";[5569230, 1029743, 957951, 1075368, 1021324];[930335, 965772, 916990, 1121694, 958208];[949257, 1114483, 12696089, 1036699, 12523928];[1074754, 913210, 8090521, 1127716, 5568249]
97;126;[  962185  1019247 12781558];[1131344, 836445, 910673, 972143, 1025611];[872066, 902377, 924667, 10285454, 939860];[6919082, 9488065, 901976, 9677922, 834993];[1074754, 12301100, 1113111, 1004906, 1062863]
98;127;"[  913210  1075368 15831423   861279   865456  1044078  1004906   923528
  1135476 17381995   844179  1012587  1026292  1048849  5585510   999999
  8249559 12810393]";[844179, 916122, 899624, 865456, 1004906];[12352089, 926033, 974766, 872508, 6463752];[12524016, 1139782, 5569135, 942077, 820486];[979707, 12301839, 12301100, 1044078, 880888]
99;128;"[  847241   850028   969932  1123321   999999   833866   878285   901062
  1029743  1044188  1082185  1091520  5575713  7168517   866211   928146
   963868  1026118  9420337 15741484]";[1082185, 951834, 878996, 933637, 833866];[9420337, 958067, 9420048, 12263857, 833866];[916990, 12262832, 13007986, 1117219, 9677447];[901666, 9420082, 951834, 1074754, 933637]
100;131;"[  851241   949983   955659   999999   903609  1026209  1075214  1117602
 13133678]";[1106523, 1029743, 820612, 1044078, 6464147];[916578, 1118946, 1117602, 1098284, 8069336];[985605, 1031864, 1135983, 1040416, 1080677];[1074754, 834826, 1122358, 8090521, 1107839]
101;132;[  854852   999198   999999  1126899  1139216 13504412 17105007  9926758];[871611, 987234, 896613, 8357613, 1037337];[5565784, 1108094, 5567601, 1107760, 870428];[902377, 8090542, 1117219, 9245108, 823099];[979707, 1072968, 878715, 884945, 6424464]
102;133;"[  826597   863632   866211   887102   912147   979707  1006342  1024319
  1081177  1117514  1135476  5582712  6513604  6513713  6514160  9836460
   830503   999999 13417845]";[854852, 1005274, 916758, 878996, 951412];[12263857, 958067, 1024319, 1117219, 13073175];[1064002, 1138292, 853124, 1029272, 9859017];[1135476, 5569845, 1040807, 906923, 1074754]
103;134;"[  862682   838186   842407   862335   913210   967613  5592931  6533362
  7167837  8090508  9419443 10456404   999999]";[1132771, 5569230, 896085, 871756, 1029743];[5567582, 884694, 6464170, 1106116, 997479];[939789, 1136755, 1024319, 5569993, 839152];[841220, 5569230, 5569845, 834117, 1038663]
104;135;[  852360   999999   879876 13115813];[898121, 1108963, 959455, 6424460, 955687];[959455, 1057168, 898121, 1032703, 1117690];[1116589, 990869, 1126786, 899682, 992650];[9655212, 917438, 1004867, 973002, 8090993]
105;136;[ 999999 1032512 9552971  865511  899624 1116589 8090521 8090537];[1044078, 844179, 8090537, 1106523, 8090521];[1116253, 8090539, 825317, 9553382, 1116589];[1053016, 918046, 1008288, 970160, 9575582];[8090537, 5569845, 8090521, 1132789, 8090521]
106;138;[ 965041 1086367 5569230 9836106 1086318  999999  912141];[5569471, 12810391, 12695224, 839419, 819978];[9419528, 8357825, 1006906, 13213470, 1009361];[1076954, 941515, 7024847, 835578, 1052294];[8011291, 901062, 1040807, 5585510, 1135476]
107;139;"[  999999  1052729  6979545  8090532  8090537  8181048  9575582   976199
  5569230  5569471  6034780  9673830 18105264  1134006 12262830 17283099]";[823862, 863632, 986912, 1118946, 12188587];[5567582, 1134006, 968695, 1126045, 12188587];[961730, 872826, 1055403, 5567582, 897270];[824303, 8019902, 968695, 824303, 9673969]
108;140;[ 832678  892531  999999 5591083];[1103105, 8090521, 9419470, 975649, 1037417];[1057168, 868888, 1085031, 1013826, 1022795];[1006483, 9392700, 1137771, 1030093, 916990];[8090537, 8090521, 1137346, 1044078, 9829205]
109;141;[ 999999 1026754 1121808  831407];[6391381, 1023720, 878996, 6391089, 970160];[835351, 1121808, 947875, 828588, 854261];[871514, 13213082, 939789, 9859017, 998519];[9672070, 878996, 979707, 6463900, 891954]
110;142;"[  838186 15452729   999999  1056778   891118  1129031  1124342   917654
  1078741  9469110]";[1082212, 906202, 997011, 1012315, 1013597];[906202, 997011, 965555, 944588, 1082212];[1074040, 1133850, 960421, 1113675, 9676944];[1105301, 936753, 873627, 1013826, 1053329]
111;143;[ 896862  978077 1106523 8357613 1127758];[5569230, 1044078, 1119761, 844179, 974156];[1043920, 7443137, 1017075, 998519, 6513810];[886103, 877210, 1079528, 997987, 1132956];[5569845, 884597, 1044078, 1131607, 5569230]
112;146;[ 845163  893867  905636 1109948 1127470  999999];[1127758, 1068292, 1086483, 972143, 836445];[977927, 1127470, 5568661, 897671, 5568606];[882489, 949257, 1117219, 8203851, 5707857];[1105488, 1074754, 948832, 1053730, 913210]
113;151;[1005456  999999  863632  963365 5568197 5569230 5569845];[916122, 976199, 985999, 951412, 848319];[963365, 9420067, 12352054, 9187298, 5581335];[1022066, 918046, 894360, 958023, 1117219];[1100096, 1132036, 985999, 1138443, 864279]
114;153;[ 879393  886569  889863 1062128 1110857  999999];[1006063, 853998, 9526448, 990256, 984575];[1006063, 1026945, 984575, 6391089, 10198378];[977927, 1099802, 884089, 7467039, 921438];[876115, 985999, 853998, 996070, 984575]
115;156;[10311595   999999   976214   865456   835098  1030981];[8090513, 857540, 8090536, 911311, 8090519];[894570, 918598, 1071759, 911311, 896666];[6463877, 1006664, 13417761, 13944905, 1085637];[1122532, 1124732, 1074754, 856335, 9392700]
116;157;[ 826571  999999  865392  916122  928932 1083446 1126899];[878996, 866211, 1029743, 1082185, 933637];[928932, 847207, 1045710, 1051071, 901396];[12427353, 1087618, 8090612, 1016298, 1042571];[12757007, 5569157, 1122568, 983584, 849003]
117;158;[ 1035321   834826   999999   997423 10149640 12731714];[12810393, 880150, 1020581, 999858, 916122];[997423, 5569993, 12731714, 830783, 889533];[945909, 6919082, 1087287, 6391541, 1036486];[1131607, 1098927, 1114251, 896613, 9245106]
118;159;[1004906 1087102];[1044078, 1025611, 836445, 1127758, 910673];[978129, 8358933, 853124, 1099862, 948381];[1053329, 935460, 5567582, 1012627, 996955];[952163, 1044078, 1124323, 1046827, 1041531]
119;160;"[  899019  1101010   873139   892531   999999  1031447  1112667  1135476
  7168759  9827666  9836434 12781564 13115919 15569954 17179856]";[5569374, 1135834, 933835, 819978, 5569471];[833598, 1079878, 997423, 1082090, 1138423];[917033, 1057168, 1008288, 1028422, 1069039];[901062, 922753, 1040807, 845307, 993638]
120;161;"[  901344  1089066   835098   843464   916122   967613  7139529 12352054
   822226   917384   990797  1050851  1051323   999999   892503   941910
 13841744   868683   872342   892314   951561  1024998  1103691 13190613
   825343   834117   911388   946839  1071733  1085357   957063  6463742
 13115898 15572891   825365   844179  9296778   920900  8090919 10355376
  1052066]";[1018007, 849697, 849202, 844179, 865456];[935527, 12352054, 12781763, 1113651, 1129266];[1075765, 854133, 979674, 950894, 861494];[924667, 12352201, 1038663, 904129, 907631]
121;162;"[  830245   948381   954545   999999   989275  1059823  1117219  1122358
  7166797 13094723  1109136   894447   916122   964521   984575  1070820
  1120928 13115501]";[1108094, 1034176, 878715, 1065538, 1038985];[1117219, 989275, 1036093, 896666, 915174];[5563739, 5707857, 1128163, 1093490, 869835];[5585510, 1074754, 1135552, 1059823, 850102]
122;164;"[  839419   885863   891901   896803   905353   912739   914577 13189726
   999999   839162   888054   908283  1029743  1056635  5592931 15596572
   822259]";[953539, 839605, 5981267, 1029743, 954495];[839605, 994577, 965555, 977374, 932462];[983959, 871722, 961730, 1001333, 1129174];[1074754, 822970, 901061, 1136657, 1053329]
123;166;"[  841220   844179   934172   999999  1029743  1043751  1117690  8019921
  1023196  1096635  6904613  8020044 12385593]";[5569230, 1075368, 1029743, 1008288, 869322];[1075368, 880888, 1052294, 9488065, 944486];[848684, 1116050, 856942, 879393, 839208];[880888, 1074754, 1044078, 971922, 1056509]
124;167;[ 999999 1042765 1085435 1109832 6548776 6602447];[1006063, 1116050, 6391381, 1045710, 962266];[962266, 1072693, 864279, 1063876, 15596834];[915064, 5707857, 6391557, 898121, 9553048];[963683, 954673, 823721, 948495, 888586]
125;168;[ 921504 1004906 1018050 1029743];[1088414, 9420067, 871680, 1132036, 867272];[1088414, 1044500, 10342382, 970160, 822225];[1116589, 1038745, 13007065, 911017, 12352089];[1074754, 871680, 1088414, 882247, 825731]
126;169;[ 1099164 12757316];[1016800, 1099164, 917033, 926905, 1008288];[1099164, 8119002, 1117116, 1058404, 1016800];[1117219, 1065259, 12692328, 979674, 7168431];[1016800, 13910885, 6633244, 880888, 1030981]
127;171;[  907625   933354   999999 15737492];[916122, 1075368, 844179, 1004906, 1044078];[1123106, 12263492, 9837807, 931239, 945294];[1029605, 1131506, 1036486, 1064213, 949257];[12301100, 1074754, 952163, 892531, 834117]
128;172;[ 999999 1044500 1123467];[1044500, 1046827, 1118046, 906443, 861899];[1053329, 891632, 1044500, 1055403, 829722];[834962, 8090549, 8019649, 1057168, 955259];[841220, 5569845, 1007259, 1110057, 995628]
129;174;"[  825343   946995  1022097  1050851  1051323  1061747   999999  1085983
  1128016  5574409  6602440 15483282]";[944534, 1044078, 844179, 1070702, 1020581];[930385, 830686, 879922, 9526628, 830615];[896757, 939860, 836286, 964462, 953539];[946839, 1024051, 908318, 998239, 935993]
130;178;"[  875686   999999   963686   974179   949023  1106523 12301784 13876344
   902172   832678  1037417  1040807 13008042 15972790   841365  1056847
  6553398  8118675   866043  8090521  1090980  9297615]";[963686, 843689, 903529, 1075368, 1106116];[963686, 1057168, 1118120, 1024319, 949023];[6773188, 6391541, 879393, 939789, 1057168];[959345, 936355, 1028891, 1035676, 7147142]
131;184;"[ 915064  916990  999999  945662  851287  912817 1080472  848029 1075642
 6772619  911824  998444]";[1053924, 8203782, 6533608, 915064, 983665];[5572234, 1108776, 9831557, 6534333, 873980];[1079528, 1072693, 1000148, 8020166, 1010766];[9925966, 863109, 5569374, 887102, 880888]
132;185;"[  832678   926959   972931  1101010  1128240  1130858 12301109 12810393
  5568197  8090537  8119152 12301100 15596705]";[844179, 899624, 944534, 999270, 1044078];[1057168, 909497, 839605, 1122545, 956125];[1131625, 9835880, 10457518, 5586727, 847962];[1074754, 12301109, 985999, 8090521, 819978]
133;187;[6633276  849202 1055155];[1044078, 1106523, 1043751, 1101010, 844179];[7410335, 5590965, 995502, 833598, 880895];[1098284, 5569135, 924667, 969866, 852015];[1029743, 1021116, 7410361, 5569845, 1044078]
134;188;[1081310];[1044078, 1106523, 999779, 1012587, 947858];[1055403, 1095227, 822161, 872826, 1062572];[5578856, 1053329, 958067, 10456164, 6391080];[1044078, 9526410, 1124323, 910673, 12301100]
135;190;[825365 832675 922096 999999];[916122, 965530, 825365, 6464147, 1139782];[852015, 1134483, 1088910, 911974, 1131830];[1030093, 847434, 1115800, 8019649, 952568];[982469, 1042544, 1074754, 1117067, 1082212]
136;191;[ 999999 1015474];[991874, 1055425, 8293343, 961021, 951954];[5574108, 1100273, 6632283, 5567582, 6552318];[13115981, 1000542, 5570590, 8293426, 1089568];[968164, 826835, 854754, 12301100, 13071902]
137;192;"[  887503  1002771  1002850   999999  1101502  1127825  5569230  7441419
   901662  1094174  1094190  1029743  9803601   866043   890344  5568197
  9527294 15483291]";[1041796, 1082212, 824180, 1017369, 7168057];[834516, 9677454, 1082212, 894360, 884756];[1008288, 1027372, 10285454, 925863, 1101744];[5569845, 1074754, 1105301, 12132648, 12301073]
138;193;[ 944139  998270 1106523 9420067  999999 1117067 1134483];[1104205, 908504, 845774, 1125199, 1017201];[6704207, 5566800, 902811, 5565322, 9527408];[1102829, 1043920, 1038745, 1131169, 1018339];[1074754, 1029743, 8090521, 925275, 1021116]
139;194;[ 1034956  1023981   999999   838186  1051468  6704069   845208 12987861];[934639, 866211, 878996, 9926758, 1042616];[6391381, 896666, 866548, 1139638, 1092730];[970869, 1139216, 12484491, 965772, 1091090];[848319, 10457590, 979707, 1110409, 9244977]
140;195;"[  907993   948650  1022254  1040788  1080784  1114435  5566648  7167836
  9420067 10344714 12262830 12672980   916122   955587  1042765   999999
  7169092  7409997  9884484 13504412 14025655]";[7441419, 7442180, 835098, 894401, 7409622];[7409622, 7167836, 1051071, 7166756, 5995312];[1057168, 967994, 866548, 9553382, 977927];[1042765, 1074754, 967144, 1085031, 9242918]
141;196;[999999 970747];[1044078, 844179, 12810393, 916122, 874972];[870804, 1086740, 1037840, 1031316, 947427];[1088771, 823099, 9677791, 879194, 1053016];[1044078, 1137346, 12301100, 1016800, 998239]
142;197;[  838186   999999  1126899  7462562 12599655];[7169088, 9881593, 1003487, 831063, 952698];[7169088, 9881593, 963835, 830740, 1075979];[1028422, 1134633, 918046, 1038745, 894360];[942778, 9297177, 895348, 12757007, 5568445]
143;198;"[  979022   994685  1106523  1122568   905542   841220   844179   848029
   861279   899624   999999  1029743  1075368  1123146  1123480  5570383
  6463729  8090537  8090653 13094772 13213186   836445   865456   880150
   903609   907099   965842   995965  1012587  1013528  1027168  1067779
  1107373  1135476  5574409  5578437  6034780  6979005  8090509  8090521
  9521787  9677874 12385339 12810464]";[1044078, 5569230, 844179, 1029743, 899624];[1118946, 1131625, 866548, 958067, 937110];[962967, 1080867, 925350, 1076247, 1117219];[1074754, 1046545, 1044078, 12301109, 12301100]
